,rsvp-encap-2,RSVP\-ENCAPSULATION\-2,1699,N
,mps-raft,mps\-raft,1700,N
,mps-raft,mps\-raft,1700,N
,l2f,l2f,1701,N
,l2f,l2f,1701,N
,l2tp,l2tp,1701,N
,l2tp,l2tp,1701,N
,deskshare,deskshare,1702,N
,deskshare,deskshare,1702,N
,hb-engine,hb\-engine,1703,N
,hb-engine,hb\-engine,1703,N
,bcs-broker,bcs\-broker,1704,N
,bcs-broker,bcs\-broker,1704,N
,slingshot,slingshot,1705,N
,slingshot,slingshot,1705,N
,jetform,jetform,1706,N
,jetform,jetform,1706,N
,vdmplay,vdmplay,1707,N
,vdmplay,vdmplay,1707,N
,gat-lmd,gat\-lmd,1708,N
,gat-lmd,gat\-lmd,1708,N
,centra,centra,1709,N
,centra,centra,1709,N
,impera,impera,1710,N
,impera,impera,1710,N
,pptconference,pptconference,1711,N
,pptconference,pptconference,1711,N
,registrar,"resource\ monitoring\ service",1712,N
,registrar,"resource\ monitoring\ service",1712,N
,conferencetalk,ConferenceTalk,1713,N
,conferencetalk,ConferenceTalk,1713,N
,sesi-lm,sesi\-lm,1714,N
,sesi-lm,sesi\-lm,1714,N
,houdini-lm,houdini\-lm,1715,N
,houdini-lm,houdini\-lm,1715,N
,xmsg,xmsg,1716,N
,xmsg,xmsg,1716,N
,fj-hdnet,fj\-hdnet,1717,N
,fj-hdnet,fj\-hdnet,1717,N
,h323gatedisc,h323gatedisc,1718,N
,h323gatedisc,h323gatedisc,1718,N
,h323gatestat,h323gatestat,1719,N
,h323gatestat,h323gatestat,1719,N
,h323hostcall,h323hostcall,1720,N
,h323hostcall,h323hostcall,1720,N
,caicci,caicci,1721,N
,caicci,caicci,1721,N
,hks-lm,"HKS\ License\ Manager",1722,N
,hks-lm,"HKS\ License\ Manager",1722,N
,pptp,pptp,1723,N
,pptp,pptp,1723,N
,csbphonemaster,csbphonemaster,1724,N
,csbphonemaster,csbphonemaster,1724,N
,iden-ralp,iden\-ralp,1725,N
,iden-ralp,iden\-ralp,1725,N
,iberiagames,IBERIAGAMES,1726,N
,iberiagames,IBERIAGAMES,1726,N
,winddx,winddx,1727,N
,winddx,winddx,1727,N
,telindus,TELINDUS,1728,N
,telindus,TELINDUS,1728,N
,citynl,"CityNL\ License\ Management",1729,N
,citynl,"CityNL\ License\ Management",1729,N
,roketz,roketz,1730,N
,roketz,roketz,1730,N
,msiccp,MSICCP,1731,N
,msiccp,MSICCP,1731,N
,proxim,proxim,1732,N
,proxim,proxim,1732,N
,siipat,"SIMS\ \-\ SIIPAT\ Protocol\ for\ Alarm\ Transmission",1733,N
,siipat,"SIMS\ \-\ SIIPAT\ Protocol\ for\ Alarm\ Transmission",1733,N
,cambertx-lm,"Camber\ Corporation\ License\ Management",1734,N
,cambertx-lm,"Camber\ Corporation\ License\ Management",1734,N
,privatechat,PrivateChat,1735,N
,privatechat,PrivateChat,1735,N
,street-stream,street\-stream,1736,N
,street-stream,street\-stream,1736,N
,ultimad,ultimad,1737,N
,ultimad,ultimad,1737,N
,gamegen1,GameGen1,1738,N
,gamegen1,GameGen1,1738,N
,webaccess,webaccess,1739,N
,webaccess,webaccess,1739,N
,encore,encore,1740,N
,encore,encore,1740,N
,cisco-net-mgmt,cisco\-net\-mgmt,1741,N
,cisco-net-mgmt,cisco\-net\-mgmt,1741,N
,3Com-nsd,3Com\-nsd,1742,N
,3Com-nsd,3Com\-nsd,1742,N
,cinegrfx-lm,"Cinema\ Graphics\ License\ Manager",1743,N
,cinegrfx-lm,"Cinema\ Graphics\ License\ Manager",1743,N
,ncpm-ft,ncpm\-ft,1744,N
,ncpm-ft,ncpm\-ft,1744,N
,remote-winsock,remote\-winsock,1745,N
,remote-winsock,remote\-winsock,1745,N
,ftrapid-1,ftrapid\-1,1746,N
,ftrapid-1,ftrapid\-1,1746,N
,ftrapid-2,ftrapid\-2,1747,N
,ftrapid-2,ftrapid\-2,1747,N
,oracle-em1,oracle\-em1,1748,N
,oracle-em1,oracle\-em1,1748,N
,aspen-services,aspen\-services,1749,N
,aspen-services,aspen\-services,1749,N
,sslp,"Simple\ Socket\ Librarys\ PortMaster",1750,N
,sslp,"Simple\ Socket\ Librarys\ PortMaster",1750,N
,swiftnet,SwiftNet,1751,N
,swiftnet,SwiftNet,1751,N
,lofr-lm,"Leap\ of\ Faith\ Research\ License\ Manager",1752,N
,lofr-lm,"Leap\ of\ Faith\ Research\ License\ Manager",1752,N
,oracle-em2,oracle\-em2,1754,N
,oracle-em2,oracle\-em2,1754,N
,ms-streaming,ms\-streaming,1755,N
,ms-streaming,ms\-streaming,1755,N
,capfast-lmd,capfast\-lmd,1756,N
,capfast-lmd,capfast\-lmd,1756,N
,cnhrp,cnhrp,1757,N
,cnhrp,cnhrp,1757,N
,tftp-mcast,tftp\-mcast,1758,N
,tftp-mcast,tftp\-mcast,1758,N
,spss-lm,"SPSS\ License\ Manager",1759,N
,spss-lm,"SPSS\ License\ Manager",1759,N
,www-ldap-gw,www\-ldap\-gw,1760,N
,www-ldap-gw,www\-ldap\-gw,1760,N
,cft-0,cft\-0,1761,N
,cft-0,cft\-0,1761,N
,cft-1,cft\-1,1762,N
,cft-1,cft\-1,1762,N
,cft-2,cft\-2,1763,N
,cft-2,cft\-2,1763,N
,cft-3,cft\-3,1764,N
,cft-3,cft\-3,1764,N
,cft-4,cft\-4,1765,N
,cft-4,cft\-4,1765,N
,cft-5,cft\-5,1766,N
,cft-5,cft\-5,1766,N
,cft-6,cft\-6,1767,N
,cft-6,cft\-6,1767,N
,cft-7,cft\-7,1768,N
,cft-7,cft\-7,1768,N
,bmc-net-adm,bmc\-net\-adm,1769,N
,bmc-net-adm,bmc\-net\-adm,1769,N
,bmc-net-svc,bmc\-net\-svc,1770,N
,bmc-net-svc,bmc\-net\-svc,1770,N
,vaultbase,vaultbase,1771,N
,vaultbase,vaultbase,1771,N
,essweb-gw,"EssWeb\ Gateway",1772,N
,essweb-gw,"EssWeb\ Gateway",1772,N
,kmscontrol,KMSControl,1773,N
,kmscontrol,KMSControl,1773,N
,global-dtserv,global\-dtserv,1774,N
,global-dtserv,global\-dtserv,1774,N
,femis,"Federal\ Emergency\ Management\ Information\ System",1776,N
,femis,"Federal\ Emergency\ Management\ Information\ System",1776,N
,powerguardian,powerguardian,1777,N
,powerguardian,powerguardian,1777,N
,prodigy-intrnet,prodigy\-internet,1778,N
,prodigy-intrnet,prodigy\-internet,1778,N
,pharmasoft,pharmasoft,1779,N
,pharmasoft,pharmasoft,1779,N
,dpkeyserv,dpkeyserv,1780,N
,dpkeyserv,dpkeyserv,1780,N
,answersoft-lm,answersoft\-lm,1781,N
,answersoft-lm,answersoft\-lm,1781,N
,hp-hcip,hp\-hcip,1782,N
,hp-hcip,hp\-hcip,1782,N
,finle-lm,"Finle\ License\ Manager",1784,N
,finle-lm,"Finle\ License\ Manager",1784,N
,windlm,"Wind\ River\ Systems\ License\ Manager",1785,N
,windlm,"Wind\ River\ Systems\ License\ Manager",1785,N
,funk-logger,funk\-logger,1786,N
,funk-logger,funk\-logger,1786,N
,funk-license,funk\-license,1787,N
,funk-license,funk\-license,1787,N
,psmond,psmond,1788,N
,psmond,psmond,1788,N
,hello,hello,1789,N
,hello,hello,1789,N
,nmsp,"Narrative\ Media\ Streaming\ Protocol",1790,N
,nmsp,"Narrative\ Media\ Streaming\ Protocol",1790,N
,ea1,EA1,1791,N
,ea1,EA1,1791,N
,ibm-dt-2,ibm\-dt\-2,1792,N
,ibm-dt-2,ibm\-dt\-2,1792,N
,rsc-robot,rsc\-robot,1793,N
,rsc-robot,rsc\-robot,1793,N
,cera-bcm,cera\-bcm,1794,N
,cera-bcm,cera\-bcm,1794,N
,dpi-proxy,dpi\-proxy,1795,N
,dpi-proxy,dpi\-proxy,1795,N
,vocaltec-admin,"Vocaltec\ Server\ Administration",1796,N
,vocaltec-admin,"Vocaltec\ Server\ Administration",1796,N
,uma,UMA,1797,N
,uma,UMA,1797,N
,etp,"Event\ Transfer\ Protocol",1798,N
,etp,"Event\ Transfer\ Protocol",1798,N
,netrisk,NETRISK,1799,N
,netrisk,NETRISK,1799,N
,ansys-lm,"ANSYS\-License\ manager",1800,N
,ansys-lm,"ANSYS\-License\ manager",1800,N
,msmq,"Microsoft\ Message\ Que",1801,N
,msmq,"Microsoft\ Message\ Que",1801,N
,concomp1,ConComp1,1802,N
,concomp1,ConComp1,1802,N
,hp-hcip-gwy,HP\-HCIP\-GWY,1803,N
,hp-hcip-gwy,HP\-HCIP\-GWY,1803,N
,enl,ENL,1804,N
,enl,ENL,1804,N
,enl-name,ENL\-Name,1805,N
,enl-name,ENL\-Name,1805,N
,musiconline,Musiconline,1806,N
,musiconline,Musiconline,1806,N
,fhsp,"Fujitsu\ Hot\ Standby\ Protocol",1807,N
,fhsp,"Fujitsu\ Hot\ Standby\ Protocol",1807,N
,oracle-vp2,Oracle\-VP2,1808,N
,oracle-vp2,Oracle\-VP2,1808,N
,oracle-vp1,Oracle\-VP1,1809,N
,oracle-vp1,Oracle\-VP1,1809,N
,jerand-lm,"Jerand\ License\ Manager",1810,N
,jerand-lm,"Jerand\ License\ Manager",1810,N
,scientia-sdb,Scientia\-SDB,1811,N
,scientia-sdb,Scientia\-SDB,1811,N
,radius,RADIUS,1812,N
,radius,RADIUS,1812,N
,radius-acct,"RADIUS\ Accounting",1813,N
,radius-acct,"RADIUS\ Accounting",1813,N
,tdp-suite,"TDP\ Suite",1814,N
,tdp-suite,"TDP\ Suite",1814,N
,mmpft,MMPFT,1815,N
,mmpft,MMPFT,1815,N
,harp,HARP,1816,N
,harp,HARP,1816,N
,rkb-oscs,RKB\-OSCS,1817,N
,rkb-oscs,RKB\-OSCS,1817,N
,etftp,"Enhanced\ Trivial\ File\ Transfer\ Protocol",1818,N
,etftp,"Enhanced\ Trivial\ File\ Transfer\ Protocol",1818,N
,plato-lm,"Plato\ License\ Manager",1819,N
,plato-lm,"Plato\ License\ Manager",1819,N
,mcagent,mcagent,1820,N
,mcagent,mcagent,1820,N
,donnyworld,donnyworld,1821,N
,donnyworld,donnyworld,1821,N
,es-elmd,es\-elmd,1822,N
,es-elmd,es\-elmd,1822,N
,unisys-lm,"Unisys\ Natural\ Language\ License\ Manager",1823,N
,unisys-lm,"Unisys\ Natural\ Language\ License\ Manager",1823,N
,metrics-pas,metrics\-pas,1824,N
,metrics-pas,metrics\-pas,1824,N
,direcpc-video,"DirecPC\ Video",1825,N
,direcpc-video,"DirecPC\ Video",1825,N
,ardt,ARDT,1826,N
,ardt,ARDT,1826,N
,asi,ASI,1827,N
,asi,ASI,1827,N
,itm-mcell-u,itm\-mcell\-u,1828,N
,itm-mcell-u,itm\-mcell\-u,1828,N
,optika-emedia,"Optika\ eMedia",1829,N
,optika-emedia,"Optika\ eMedia",1829,N
,net8-cman,"Oracle\ Net8\ CMan\ Admin",1830,N
,net8-cman,"Oracle\ Net8\ CMan\ Admin",1830,N
,myrtle,Myrtle,1831,N
,myrtle,Myrtle,1831,N
,tht-treasure,ThoughtTreasure,1832,N
,tht-treasure,ThoughtTreasure,1832,N
,udpradio,udpradio,1833,N
,udpradio,udpradio,1833,N
,ardusuni,"ARDUS\ Unicast",1834,N
,ardusuni,"ARDUS\ Unicast",1834,N
,ardusmul,"ARDUS\ Multicast",1835,N
,ardusmul,"ARDUS\ Multicast",1835,N
,ste-smsc,ste\-smsc,1836,N
,ste-smsc,ste\-smsc,1836,N
,csoft1,csoft1,1837,N
,csoft1,csoft1,1837,N
,talnet,TALNET,1838,N
,talnet,TALNET,1838,N
,netopia-vo1,netopia\-vo1,1839,N
,netopia-vo1,netopia\-vo1,1839,N
,netopia-vo2,netopia\-vo2,1840,N
,netopia-vo2,netopia\-vo2,1840,N
,netopia-vo3,netopia\-vo3,1841,N
,netopia-vo3,netopia\-vo3,1841,N
,netopia-vo4,netopia\-vo4,1842,N
,netopia-vo4,netopia\-vo4,1842,N
,netopia-vo5,netopia\-vo5,1843,N
,netopia-vo5,netopia\-vo5,1843,N
,direcpc-dll,DirecPC\-DLL,1844,N
,direcpc-dll,DirecPC\-DLL,1844,N
,altalink,altalink,1845,N
,altalink,altalink,1845,N
,tunstall-pnc,"Tunstall\ PNC",1846,N
,tunstall-pnc,"Tunstall\ PNC",1846,N
,slp-notify,"SLP\ Notification",1847,N
,slp-notify,"SLP\ Notification",1847,N
,fjdocdist,fjdocdist,1848,N
,fjdocdist,fjdocdist,1848,N
,alpha-sms,ALPHA\-SMS,1849,N
,alpha-sms,ALPHA\-SMS,1849,N
,gsi,GSI,1850,N
,gsi,GSI,1850,N
,ctcd,ctcd,1851,N
,ctcd,ctcd,1851,N
,virtual-time,"Virtual\ Time",1852,N
,virtual-time,"Virtual\ Time",1852,N
,vids-avtp,VIDS\-AVTP,1853,N
,vids-avtp,VIDS\-AVTP,1853,N
,buddy-draw,"Buddy\ Draw",1854,N
,buddy-draw,"Buddy\ Draw",1854,N
,fiorano-rtrsvc,"Fiorano\ RtrSvc",1855,N
,fiorano-rtrsvc,"Fiorano\ RtrSvc",1855,N
,fiorano-msgsvc,"Fiorano\ MsgSvc",1856,N
,fiorano-msgsvc,"Fiorano\ MsgSvc",1856,N
,datacaptor,DataCaptor,1857,N
,datacaptor,DataCaptor,1857,N
,privateark,PrivateArk,1858,N
,privateark,PrivateArk,1858,N
,gammafetchsvr,"Gamma\ Fetcher\ Server",1859,N
,gammafetchsvr,"Gamma\ Fetcher\ Server",1859,N
,sunscalar-svc,"SunSCALAR\ Services",1860,N
,sunscalar-svc,"SunSCALAR\ Services",1860,N
,lecroy-vicp,"LeCroy\ VICP",1861,N
,lecroy-vicp,"LeCroy\ VICP",1861,N
,techra-server,techra\-server,1862,N
,techra-server,techra\-server,1862,N
,msnp,MSNP,1863,N
,msnp,MSNP,1863,N
,paradym-31port,"Paradym\ 31\ Port",1864,N
,paradym-31port,"Paradym\ 31\ Port",1864,N
,entp,ENTP,1865,N
,entp,ENTP,1865,N
,swrmi,swrmi,1866,N
,swrmi,swrmi,1866,N
,udrive,UDRIVE,1867,N
,udrive,UDRIVE,1867,N
,viziblebrowser,VizibleBrowser,1868,N
,viziblebrowser,VizibleBrowser,1868,N
,transact,TransAct,1869,N
,transact,TransAct,1869,N
,sunscalar-dns,"SunSCALAR\ DNS\ Service",1870,N
,sunscalar-dns,"SunSCALAR\ DNS\ Service",1870,N
,canocentral0,"Cano\ Central\ 0",1871,N
,canocentral0,"Cano\ Central\ 0",1871,N
,canocentral1,"Cano\ Central\ 1",1872,N
,canocentral1,"Cano\ Central\ 1",1872,N
,fjmpjps,Fjmpjps,1873,N
,fjmpjps,Fjmpjps,1873,N
,fjswapsnp,Fjswapsnp,1874,N
,fjswapsnp,Fjswapsnp,1874,N
,westell-stats,"westell\ stats",1875,N
,westell-stats,"westell\ stats",1875,N
,ewcappsrv,ewcappsrv,1876,N
,ewcappsrv,ewcappsrv,1876,N
,hp-webqosdb,hp\-webqosdb,1877,N
,hp-webqosdb,hp\-webqosdb,1877,N
,drmsmc,drmsmc,1878,N
,drmsmc,drmsmc,1878,N
,nettgain-nms,"NettGain\ NMS",1879,N
,nettgain-nms,"NettGain\ NMS",1879,N
,vsat-control,"Gilat\ VSAT\ Control",1880,N
,vsat-control,"Gilat\ VSAT\ Control",1880,N
,ibm-mqseries2,"IBM\ WebSphere\ MQ\ Everyplace",1881,N
,ibm-mqseries2,"IBM\ WebSphere\ MQ\ Everyplace",1881,N
,ecsqdmn,"CA\ eTrust\ Common\ Services",1882,N
,ecsqdmn,"CA\ eTrust\ Common\ Services",1882,N
,ibm-mqisdp,"IBM\ MQSeries\ SCADA",1883,N
,ibm-mqisdp,"IBM\ MQSeries\ SCADA",1883,N
,idmaps,"Internet\ Distance\ Map\ Svc",1884,N
,idmaps,"Internet\ Distance\ Map\ Svc",1884,N
,vrtstrapserver,"Veritas\ Trap\ Server",1885,N
,vrtstrapserver,"Veritas\ Trap\ Server",1885,N
,leoip,"Leonardo\ over\ IP",1886,N
,leoip,"Leonardo\ over\ IP",1886,N
,filex-lport,"FileX\ Listening\ Port",1887,N
,filex-lport,"FileX\ Listening\ Port",1887,N
,ncconfig,"NC\ Config\ Port",1888,N
,ncconfig,"NC\ Config\ Port",1888,N
,unify-adapter,"Unify\ Web\ Adapter\ Service",1889,N
,unify-adapter,"Unify\ Web\ Adapter\ Service",1889,N
,wilkenlistener,wilkenListener,1890,N
,wilkenlistener,wilkenListener,1890,N
,childkey-notif,"ChildKey\ Notification",1891,N
,childkey-notif,"ChildKey\ Notification",1891,N
,childkey-ctrl,"ChildKey\ Control",1892,N
,childkey-ctrl,"ChildKey\ Control",1892,N
,elad,"ELAD\ Protocol",1893,N
,elad,"ELAD\ Protocol",1893,N
,o2server-port,"O2Server\ Port",1894,N
,o2server-port,"O2Server\ Port",1894,N
,b-novative-ls,"b\-novative\ license\ server",1896,N
,b-novative-ls,"b\-novative\ license\ server",1896,N
,metaagent,MetaAgent,1897,N
,metaagent,MetaAgent,1897,N
,cymtec-port,"Cymtec\ secure\ management",1898,N
,cymtec-port,"Cymtec\ secure\ management",1898,N
,mc2studios,MC2Studios,1899,N
,mc2studios,MC2Studios,1899,N
,ssdp,SSDP,1900,N
,ssdp,SSDP,1900,N
,fjicl-tep-a,"Fujitsu\ ICL\ Terminal\ Emulator\ Program\ A",1901,N
,fjicl-tep-a,"Fujitsu\ ICL\ Terminal\ Emulator\ Program\ A",1901,N
,fjicl-tep-b,"Fujitsu\ ICL\ Terminal\ Emulator\ Program\ B",1902,N
,fjicl-tep-b,"Fujitsu\ ICL\ Terminal\ Emulator\ Program\ B",1902,N
,linkname,"Local\ Link\ Name\ Resolution",1903,N
,linkname,"Local\ Link\ Name\ Resolution",1903,N
,fjicl-tep-c,"Fujitsu\ ICL\ Terminal\ Emulator\ Program\ C",1904,N
,fjicl-tep-c,"Fujitsu\ ICL\ Terminal\ Emulator\ Program\ C",1904,N
,sugp,"Secure\ UPLink\ Gateway\ Protocol",1905,N
,sugp,"Secure\ UPLink\ Gateway\ Protocol",1905,N
,tpmd,TPortMapperReq,1906,N
,tpmd,TPortMapperReq,1906,N
,intrastar,IntraSTAR,1907,N
,intrastar,IntraSTAR,1907,N
,dawn,Dawn,1908,N
,dawn,Dawn,1908,N
,global-wlink,"Global\ World\ Link",1909,N
,global-wlink,"Global\ World\ Link",1909,N
,ultrabac,"UltraBac\ Software\ communications\ port",1910,N
,ultrabac,"UltraBac\ Software\ communications\ port",1910,N
,mtp,"Starlight\ Networks\ Multimedia\ Transport\ Protocol",1911,N
,mtp,"Starlight\ Networks\ Multimedia\ Transport\ Protocol",1911,N
,rhp-iibp,rhp\-iibp,1912,N
,rhp-iibp,rhp\-iibp,1912,N
,armadp,armadp,1913,N
,armadp,armadp,1913,N
,elm-momentum,Elm\-Momentum,1914,N
,elm-momentum,Elm\-Momentum,1914,N
,facelink,FACELINK,1915,N
,facelink,FACELINK,1915,N
,persona,"Persoft\ Persona",1916,N
,persona,"Persoft\ Persona",1916,N
,noagent,nOAgent,1917,N
,noagent,nOAgent,1917,N
,can-nds,"IBM\ Tivole\ Directory\ Service\ \-\ NDS",1918,N
,can-nds,"IBM\ Tivole\ Directory\ Service\ \-\ NDS",1918,N
,can-dch,"IBM\ Tivoli\ Directory\ Service\ \-\ DCH",1919,N
,can-dch,"IBM\ Tivoli\ Directory\ Service\ \-\ DCH",1919,N
,can-ferret,"IBM\ Tivoli\ Directory\ Service\ \-\ FERRET",1920,N
,can-ferret,"IBM\ Tivoli\ Directory\ Service\ \-\ FERRET",1920,N
,noadmin,NoAdmin,1921,N
,noadmin,NoAdmin,1921,N
,tapestry,Tapestry,1922,N
,tapestry,Tapestry,1922,N
,spice,SPICE,1923,N
,spice,SPICE,1923,N
,xiip,XIIP,1924,N
,xiip,XIIP,1924,N
,discovery-port,"Surrogate\ Discovery\ Port",1925,N
,discovery-port,"Surrogate\ Discovery\ Port",1925,N
,egs,"Evolution\ Game\ Server",1926,N
,egs,"Evolution\ Game\ Server",1926,N
,videte-cipc,"Videte\ CIPC\ Port",1927,N
,videte-cipc,"Videte\ CIPC\ Port",1927,N
,emsd-port,"Expnd\ Maui\ Srvr\ Dscovr",1928,N
,emsd-port,"Expnd\ Maui\ Srvr\ Dscovr",1928,N
,bandwiz-system,"Bandwiz\ System\ \-\ Server",1929,N
,bandwiz-system,"Bandwiz\ System\ \-\ Server",1929,N
,driveappserver,"Drive\ AppServer",1930,N
,driveappserver,"Drive\ AppServer",1930,N
,amdsched,"AMD\ SCHED",1931,N
,amdsched,"AMD\ SCHED",1931,N
,ctt-broker,"CTT\ Broker",1932,N
,ctt-broker,"CTT\ Broker",1932,N
,xmapi,"IBM\ LM\ MT\ Agent",1933,N
,xmapi,"IBM\ LM\ MT\ Agent",1933,N
,xaapi,"IBM\ LM\ Appl\ Agent",1934,N
,xaapi,"IBM\ LM\ Appl\ Agent",1934,N
,macromedia-fcs,"Macromedia\ Flash\ Communications\ Server\ MX",1935,N
,macromedia-fcs,"Macromedia\ Flash\ Communications\ server\ MX",1935,N
,jetcmeserver,"JetCmeServer\ Server\ Port",1936,N
,jetcmeserver,"JetCmeServer\ Server\ Port",1936,N
,jwserver,"JetVWay\ Server\ Port",1937,N
,jwserver,"JetVWay\ Server\ Port",1937,N
,jwclient,"JetVWay\ Client\ Port",1938,N
,jwclient,"JetVWay\ Client\ Port",1938,N
,jvserver,"JetVision\ Server\ Port",1939,N
,jvserver,"JetVision\ Server\ Port",1939,N
,jvclient,"JetVision\ Client\ Port",1940,N
,jvclient,"JetVision\ Client\ Port",1940,N
,dic-aida,DIC\-Aida,1941,N
,dic-aida,DIC\-Aida,1941,N
,res,"Real\ Enterprise\ Service",1942,N
,res,"Real\ Enterprise\ Service",1942,N
,beeyond-media,"Beeyond\ Media",1943,N
,beeyond-media,"Beeyond\ Media",1943,N
,close-combat,close\-combat,1944,N
,close-combat,close\-combat,1944,N
,dialogic-elmd,dialogic\-elmd,1945,N
,dialogic-elmd,dialogic\-elmd,1945,N
,tekpls,tekpls,1946,N
,tekpls,tekpls,1946,N
,hlserver,hlserver,1947,N
,hlserver,hlserver,1947,N
,eye2eye,eye2eye,1948,N
,eye2eye,eye2eye,1948,N
,ismaeasdaqlive,"ISMA\ Easdaq\ Live",1949,N
,ismaeasdaqlive,"ISMA\ Easdaq\ Live",1949,N
,ismaeasdaqtest,"ISMA\ Easdaq\ Test",1950,N
,ismaeasdaqtest,"ISMA\ Easdaq\ Test",1950,N
,bcs-lmserver,bcs\-lmserver,1951,N
,bcs-lmserver,bcs\-lmserver,1951,N
,mpnjsc,mpnjsc,1952,N
,mpnjsc,mpnjsc,1952,N
,rapidbase,"Rapid\ Base",1953,N
,rapidbase,"Rapid\ Base",1953,N
,abr-api,"ABR\-API\ diskbridge",1954,N
,abr-api,"ABR\-API\ diskbridge",1954,N
,abr-secure,"ABR\-Secure\ Data\ diskbridge",1955,N
,abr-secure,"ABR\-Secure\ Data\ diskbridge",1955,N
,vrtl-vmf-ds,"Vertel\ VMF\ DS",1956,N
,vrtl-vmf-ds,"Vertel\ VMF\ DS",1956,N
,unix-status,unix\-status,1957,N
,unix-status,unix\-status,1957,N
,dxadmind,"CA\ Administration\ Daemon",1958,N
,dxadmind,"CA\ Administration\ Daemon",1958,N
,simp-all,"SIMP\ Channel",1959,N
,simp-all,"SIMP\ Channel",1959,N
,nasmanager,"Merit\ DAC\ NASmanager",1960,N
,nasmanager,"Merit\ DAC\ NASmanager",1960,N
,bts-appserver,"BTS\ APPSERVER",1961,N
,bts-appserver,"BTS\ APPSERVER",1961,N
,biap-mp,BIAP\-MP,1962,N
,biap-mp,BIAP\-MP,1962,N
,webmachine,WebMachine,1963,N
,webmachine,WebMachine,1963,N
,solid-e-engine,"SOLID\ E\ ENGINE",1964,N
,solid-e-engine,"SOLID\ E\ ENGINE",1964,N
,tivoli-npm,"Tivoli\ NPM",1965,N
,tivoli-npm,"Tivoli\ NPM",1965,N
,slush,Slush,1966,N
,slush,Slush,1966,N
,sns-quote,"SNS\ Quote",1967,N
,sns-quote,"SNS\ Quote",1967,N
,lipsinc,LIPSinc,1968,N
,lipsinc,LIPSinc,1968,N
,lipsinc1,"LIPSinc\ 1",1969,N
,lipsinc1,"LIPSinc\ 1",1969,N
,netop-rc,"NetOp\ Remote\ Control",1970,N
,netop-rc,"NetOp\ Remote\ Control",1970,N
,netop-school,"NetOp\ School",1971,N
,netop-school,"NetOp\ School",1971,N
,intersys-cache,Cache,1972,N
,intersys-cache,Cache,1972,N
,dlsrap,"Data\ Link\ Switching\ Remote\ Access\ Protocol",1973,N
,dlsrap,"Data\ Link\ Switching\ Remote\ Access\ Protocol",1973,N
,drp,DRP,1974,N
,drp,DRP,1974,N
,tcoflashagent,"TCO\ Flash\ Agent",1975,N
,tcoflashagent,"TCO\ Flash\ Agent",1975,N
,tcoregagent,"TCO\ Reg\ Agent",1976,N
,tcoregagent,"TCO\ Reg\ Agent",1976,N
,tcoaddressbook,"TCO\ Address\ Book",1977,N
,tcoaddressbook,"TCO\ Address\ Book",1977,N
,unisql,UniSQL,1978,N
,unisql,UniSQL,1978,N
,unisql-java,"UniSQL\ Java",1979,N
,unisql-java,"UniSQL\ Java",1979,N
,pearldoc-xact,"PearlDoc\ XACT",1980,N
,pearldoc-xact,"PearlDoc\ XACT",1980,N
,p2pq,p2pQ,1981,N
,p2pq,p2pQ,1981,N
,estamp,"Evidentiary\ Timestamp",1982,N
,estamp,"Evidentiary\ Timestamp",1982,N
,lhtp,"Loophole\ Test\ Protocol",1983,N
,lhtp,"Loophole\ Test\ Protocol",1983,N
,bb,BB,1984,N
,bb,BB,1984,N
,hsrp,"Hot\ Standby\ Router\ Protocol",1985,N
,hsrp,"Hot\ Standby\ Router\ Protocol",1985,N
,licensedaemon,"cisco\ license\ management",1986,N
,licensedaemon,"cisco\ license\ management",1986,N
,tr-rsrb-p1,"cisco\ RSRB\ Priority\ 1\ port",1987,N
,tr-rsrb-p1,"cisco\ RSRB\ Priority\ 1\ port",1987,N
,tr-rsrb-p2,"cisco\ RSRB\ Priority\ 2\ port",1988,N
,tr-rsrb-p2,"cisco\ RSRB\ Priority\ 2\ port",1988,N
,tr-rsrb-p3,"cisco\ RSRB\ Priority\ 3\ port",1989,N
,tr-rsrb-p3,"cisco\ RSRB\ Priority\ 3\ port",1989,N
,mshnet,"MHSnet\ system",1989,N
,mshnet,"MHSnet\ system",1989,N
,stun-p1,"cisco\ STUN\ Priority\ 1\ port",1990,N
,stun-p1,"cisco\ STUN\ Priority\ 1\ port",1990,N
,stun-p2,"cisco\ STUN\ Priority\ 2\ port",1991,N
,stun-p2,"cisco\ STUN\ Priority\ 2\ port",1991,N
,stun-p3,"cisco\ STUN\ Priority\ 3\ port",1992,N
,stun-p3,"cisco\ STUN\ Priority\ 3\ port",1992,N
,ipsendmsg,IPsendmsg,1992,N
,ipsendmsg,IPsendmsg,1992,N
,snmp-tcp-port,"cisco\ SNMP\ TCP\ port",1993,N
,snmp-tcp-port,"cisco\ SNMP\ TCP\ port",1993,N
,stun-port,"cisco\ serial\ tunnel\ port",1994,N
,stun-port,"cisco\ serial\ tunnel\ port",1994,N
,perf-port,"cisco\ perf\ port",1995,N
,perf-port,"cisco\ perf\ port",1995,N
,tr-rsrb-port,"cisco\ Remote\ SRB\ port",1996,N
,tr-rsrb-port,"cisco\ Remote\ SRB\ port",1996,N
,gdp-port,"cisco\ Gateway\ Discovery\ Protocol",1997,N
,gdp-port,"cisco\ Gateway\ Discovery\ Protocol",1997,N
,x25-svc-port,"cisco\ X25\ service\ XOT",1998,N
,x25-svc-port,"cisco\ X25\ service\ XOT",1998,N
